Auf wiedersehen [sound:german-Auf wiedersehen.mp3]	Goodbye!
Bis bald [sound:german-Bis bald.mp3]	See you!
Bis dann [sound:german-Bis dann.mp3]	So long
Ich lebe in Berlin [sound:german-Ich lebe in Berlin.mp3]	I live in Berlin
Ich bin Student [sound:german-Ich bin Student.mp3]	I'm a student
Ich komme aus England [sound:german-Ich komme aus England.mp3]	I'm from England
Ich bin ledig [sound:german-Ich bin ledig.mp3]	I'm single
Ich bin verheiratet [sound:german-Ich bin verheiratet.mp3]	I'm married
Ich verstehe nicht [sound:german-Ich verstehe nicht.mp3]	I don’t understand
Macht nichts [sound:german-Macht nichts.mp3]	Don't worry about it
Dankeschön [sound:german-Dankeschön.mp3]	Thanks a lot
Es tut mir leid [sound:german-Es tut mir leid.mp3]	I'm sorry
Kassenzettel [sound:german-Kassenzettel.mp3]	receipt
heute/ jetzt [sound:german-heute/ jetzt.mp3]	Today/ Now
morgen/ gestern [sound:german-morgen/ gestern.mp3]	Tomorrow/ Yesterday
ja / nein [sound:german-ja.mp3]&nbsp;<span style=" font-style: normal; font-weight: normal;">[sound:german-nein.mp3]</span>	Yes / No
am Morgen/ morgens/ am Abend/ abends/ in der Nacht [sound:german-am Morgen/ morgens/ am Abend/ abends/ in der Nacht.mp3]	In The Morning/ Evening/ At Night.
eins, zwei, drei [sound:german-eins, zwei, drei.mp3]	One, Two, Three
vier, fünf, sechs [sound:german-vier, fünf, sechs.mp3]	Four, Five, Six
sieben, acht, neun, zehn [sound:german-sieben, acht, neun, zehn.mp3]	Seven, Eight, Nine, Ten
Ich möchte eines Tages (mal) nach Deutschland reisen [sound:german-Ich möchte eines Tages (mal) nach Deutschland reisen.mp3]	I'd Like To Visit Germany One Day
Herr/ Frau/ Fräulein (not used anymore) [sound:german-Herr/ Frau/ Fräulein (not used anymore).mp3]	Mr.../ Mrs.…/ Miss…
Ich bin (Amerikaner) [sound:german-Ich bin (Amerikaner).mp3]	I’m (American)
Ich bin (Übersetzer/Dolmetscher) / Geschäftsmann [sound:german-Ich bin (Übersetzer/Dolmetscher) / Geschäftsmann.mp3]	I Work As A (Translator/ Businessman)
Ich mag Deutsch [sound:german-Ich mag Deutsch.mp3]	I Like German
Ich lerne seit einem Monat Deutsch [sound:german-Ich lerne seit einem Monat Deutsch.mp3]	I've Been Learning German For 1 Month
